Id,FirstName,LastName,Email,Source,Created,Summary,Phone,ApplicationTitle,ApplicationStatus,ApplicationType,ApplicationSource,ApplicationCreated,Shortlisted,AiQualification,LevelTitle,AutomatedScore,ManualScore
30,"Christopher","White","christopher_white_29@gmail.com","Manual Entry",2024-05-10 10:14:00,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:00",False,2,Qualified,7.33,0.00
29,"Christopher","White","christopher_white_27@gmail.com","Manual Entry",2024-05-10 10:14:00,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:14:00",False,3,Highly Qualified,9.00,0.00
28,"Christopher","White","christopher_white_16@gmail.com","Manual Entry",2024-05-10 10:13:58,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:59",False,2,Qualified,6.77,0.00
27,"Christopher","White","christopher_white_15@gmail.com","Manual Entry",2024-05-10 10:13:54,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:54",False,2,Qualified,7.67,0.00
26,"Christopher","White","christopher_white_13@gmail.com","Manual Entry",2024-05-10 10:13:50,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:50",False,2,Qualified,7.33,0.00
25,"Christopher","White","christopher_white_12@gmail.com","Manual Entry",2024-05-10 10:13:50,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:50",False,2,Qualified,7.33,0.00
24,"Christopher","White","christopher_white_11@gmail.com","Manual Entry",2024-05-10 10:13:50,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:50",False,2,Qualified,7.33,0.00
23,"Christopher","White","christopher_white_10@gmail.com","Manual Entry",2024-05-10 10:13:49,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:49",False,2,Qualified,7.33,0.00
22,"Christopher","White","christopher_white_8@gmail.com","Manual Entry",2024-05-10 10:13:49,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:49",False,3,Highly Qualified,9.33,0.00
21,"Christopher","White","christopher_white_9@gmail.com","Manual Entry",2024-05-10 10:13:41,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:41",False,3,Highly Qualified,9.17,0.00
20,"Christopher","White","christopher_white_21@gmail.com","Manual Entry",2024-05-10 10:13:41,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:41",False,2,Qualified,7.33,0.00
19,"Christopher","White","christopher_white_48@gmail.com","Manual Entry",2024-05-10 10:13:41,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:41",False,3,Highly Qualified,9.00,0.00
18,"Christopher","White","christopher_white_22@gmail.com","Manual Entry",2024-05-10 10:13:40,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:40",False,2,Qualified,7.67,0.00
17,"Christopher","White","christopher_white_25@gmail.com","Manual Entry",2024-05-10 10:13:40,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:40",False,2,Qualified,7.50,0.00
16,"Christopher","White","christopher_white_42@gmail.com","Manual Entry",2024-05-10 10:13:39,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:39",False,2,Qualified,7.33,0.00
15,"Christopher","White","christopher_white_1@gmail.com","Manual Entry",2024-05-10 10:13:30,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:30",False,2,Qualified,7.33,0.00
14,"Christopher","White","christopher_white_5@gmail.com","Manual Entry",2024-05-10 10:13:30,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:30",False,2,Qualified,7.33,0.00
13,"Christopher","White","christopher_white_24@gmail.com","Manual Entry",2024-05-10 10:13:30,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:30",False,2,Qualified,7.33,0.00
12,"Christopher","White","christopher_white_30@gmail.com","Manual Entry",2024-05-10 10:13:30,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:30",False,2,Qualified,7.33,0.00
11,"Christopher","White","christopher_white_6@gmail.com","Manual Entry",2024-05-10 10:13:30,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:30",False,2,Qualified,6.77,0.00
10,"Christopher","White","christopher_white_19@gmail.com","Manual Entry",2024-05-10 10:13:29,"Software Developer with 4 years of experience in developing web and mobile applications. Proficient in a range of programming languages, with a focus on frontend development. Eager to join a dynamic team where I can contribute to developing innovative software solutions.",,"Software Developer","Applied","Job","Manual Entry","05/10/2024 10:13:29",False,2,Qualified,7.33,0.00
6,"Natalia","Rivera","natalia.rivera@talenteria.com","Manual Entry",2024-05-08 12:09:50,"Innovative and strategic Marketing Manager with over 12 years of experience in leading marketing teams and campaigns for global brands within the consumer goods sector. Expert in developing and executing marketing strategies that drive brand awareness, customer engagement, and sales growth. Adept at leveraging data analytics to inform decision-making and optimize ROI.","(555) 678-1234","Marketing Manager","Applied","Job","Manual Entry","05/08/2024 12:09:50",False,2,Qualified,7.17,0.00
5,"Kevin","Brooks","kevin.brooks@talenteria.com","Manual Entry",2024-05-08 12:09:50,"Marketing Manager with 5 years of experience in the retail industry, skilled in executing marketing campaigns and events. Adept at collaborating with sales teams to meet targets and improve customer engagement. Looking to leverage marketing skills to contribute to the growth of an innovative company.","(555) 789-4561","Marketing Manager","Applied","Job","Manual Entry","05/08/2024 12:09:50",False,1,Minimally Qualified,6.00,0.00
4,"Emily","Thompson","emily.thompson@talenteria.com","Manual Entry",2024-05-08 12:09:50,"Newly appointed Marketing Manager with a background in sales and customer service. Eager to learn and apply marketing principles to contribute to team objectives. Possesses basic knowledge of marketing strategies and tools, with a strong desire to develop professional marketing skills.","(555) 321-9876","Marketing Manager","Applied","Job","Manual Entry","05/08/2024 12:09:50",False,0,Not Qualified,2.67,0.00
3,"Samantha","Clark","samantha.clark@talenteria.com","Manual Entry",2024-05-08 12:09:50,"Dynamic and results-oriented Project Manager with over 10 years of experience in leading complex projects from conception to completion in the tech industry. Demonstrated ability to deliver projects on time and within budget while maintaining high-quality standards. Strong leadership skills with a proven track record of motivating cross-functional teams to exceed expectations.","(555) 123-4567","Project Manager","Applied","Job","Manual Entry","05/08/2024 12:09:50",False,2,Qualified,7.33,0.00
2,"Jake","Turner","jake.turner@talenteria.com","Manual Entry",2024-05-08 12:09:50,"Project Assistant with 2 years of experience in overseeing small-scale projects. Eager to learn and develop further project management skills. Capable of handling basic project tasks and supporting project teams.","(555) 345-6789","Project Manager","Applied","Job","Manual Entry","05/08/2024 12:09:50",False,0,Not Qualified,3.33,0.00
1,"Alex","Johnson","alex.johnson@talenteria.com","Manual Entry",2024-05-08 12:09:50,"Experienced Project Manager with 5 years of experience in managing a variety of projects within the IT sector. Skilled in coordinating teams, managing budgets, and meeting deadlines. Adept at problem-solving and maintaining strong relationships with clients and team members.","(555) 234-5678","Project Manager","Applied","Job","Manual Entry","05/08/2024 12:09:50",False,1,Minimally Qualified,6.33,0.00
